[
  <<|java+class:///net/suberic/pooka/resource/FileResourceManager|,|java+class:///net/suberic/pooka/resource/ResourceManager|>,220,<|java+method:///net/suberic/pooka/resource/ResourceManager/translateName(java.lang.String)|,|java+method:///net/suberic/pooka/resource/FileResourceManager/translateName(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/getMessageDisplay()|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/addNotify()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/getMessageProxy()|,|java+constructor:///net/suberic/pooka/gui/ReadMessageFrame/ReadMessageFrame(net.suberic.pooka.gui.ReadMessageInternalFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/configureInterfaceStyle()|,|java+constructor:///net/suberic/pooka/gui/ReadMessageFrame/ReadMessageFrame(net.suberic.pooka.gui.ReadMessageInternalFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/toolbar|,|java+constructor:///net/suberic/pooka/gui/ReadMessageFrame/ReadMessageFrame(net.suberic.pooka.gui.ReadMessageInternalFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/keyBindings|,|java+constructor:///net/suberic/pooka/gui/ReadMessageFrame/ReadMessageFrame(net.suberic.pooka.gui.ReadMessageInternalFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/messageDisplay|,|java+constructor:///net/suberic/pooka/gui/ReadMessageFrame/ReadMessageFrame(net.suberic.pooka.gui.ReadMessageInternalFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/msg|,|java+constructor:///net/suberic/pooka/gui/ReadMessageFrame/ReadMessageFrame(net.suberic.pooka.gui.ReadMessageInternalFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/configureInterfaceStyle()|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/configureMessageFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/showError(java.lang.String,java.lang.String)|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/configureMessageFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/toolbar|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/configureMessageFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/getMessageDisplay()|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/configureMessageFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/keyBindings|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/configureMessageFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/configureMessageFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/msg|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/configureMessageFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/attachWindow()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/getTheme(net.suberic.util.swing.ThemeManager)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/toolbar|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/registerKeyboardAction(java.awt.event.ActionListener,java.lang.String,javax.swing.KeyStroke,int)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/registerKeyboardAction(java.awt.event.ActionListener,java.lang.String,javax.swing.KeyStroke,int)|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/getActions()|>>,
  <<|java+class:///net/suberic/pooka/gui/ReadMessageFrame|,|java+class:///net/suberic/pooka/gui/MessageFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageFrame/getDefaultActions()|,|java+method:///net/suberic/pooka/gui/ReadMessageFrame/getActions()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/FlagFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/manager|,|java+method:///net/suberic/pooka/gui/filter/FlagFilterEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/FlagFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/property|,|java+method:///net/suberic/pooka/gui/filter/FlagFilterEditor/setValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/FlagFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/manager|,|java+method:///net/suberic/pooka/gui/filter/FlagFilterEditor/configureEditor(net.suberic.util.gui.propedit.PropertyEditorManager,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/FlagFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/property|,|java+method:///net/suberic/pooka/gui/filter/FlagFilterEditor/configureEditor(net.suberic.util.gui.propedit.PropertyEditorManager,java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/FlagFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/manager|,|java+method:///net/suberic/pooka/gui/filter/FlagFilterEditor/getValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/filter/FlagFilterEditor|,|java+class:///net/suberic/pooka/gui/filter/FilterEditor|>,220,<|java+field:///net/suberic/pooka/gui/filter/FilterEditor/property|,|java+method:///net/suberic/pooka/gui/filter/FlagFilterEditor/getValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/setBusy(boolean)|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/setBusy(boolean)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/unregisterKeyboardAction(javax.swing.KeyStroke)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/unregisterKeyboardAction(javax.swing.KeyStroke)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/resizeByWidth()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/addNotify()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageDisplay()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/addNotify()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/showError(java.lang.String,java.lang.String)|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/configureInterfaceStyle()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/keyBindings|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/configureMessageInternalFrame()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/defaultActions|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/getDefaultActions()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/parentContainer|,|java+constructor:///net/suberic/pooka/gui/NewMessageInternalFrame/NewMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.NewMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/configureInterfaceStyle()|,|java+constructor:///net/suberic/pooka/gui/NewMessageInternalFrame/NewMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.NewMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/msg|,|java+constructor:///net/suberic/pooka/gui/NewMessageInternalFrame/NewMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.NewMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/keyBindings|,|java+constructor:///net/suberic/pooka/gui/NewMessageInternalFrame/NewMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.NewMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+constructor:///net/suberic/pooka/gui/NewMessageInternalFrame/NewMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.NewMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+constructor:///net/suberic/pooka/gui/NewMessageInternalFrame/NewMessageInternalFrame(net.suberic.pooka.gui.MessagePanel,net.suberic.pooka.gui.NewMessageFrame)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/getNewMessageDisplay()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageDisplay()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/getActions()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/showConfirmDialog(java.lang.String,java.lang.String,int)|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/promptSaveDraft()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/setEnabled(boolean)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/handleClose()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/detachWindow()|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/toolbar|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/registerKeyboardAction(java.awt.event.ActionListener,java.lang.String,javax.swing.KeyStroke,int)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+field:///net/suberic/pooka/gui/MessageInternalFrame/messageDisplay|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/registerKeyboardAction(java.awt.event.ActionListener,java.lang.String,javax.swing.KeyStroke,int)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getParentContainer()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/showAddressWindow(net.suberic.pooka.gui.AddressEntryTextArea)|>>,
  <<|java+class:///net/suberic/pooka/gui/NewMessageInternalFrame|,|java+class:///net/suberic/pooka/gui/MessageInternalFrame|>,220,<|java+method:///net/suberic/pooka/gui/MessageInternalFrame/getMessageProxy()|,|java+method:///net/suberic/pooka/gui/NewMessageInternalFrame/getDefaultProfile()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/validateProperty()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/updateEditorEnabled()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/getHelpID()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getEditorTemplate()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/getHelpID()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/getHelpID()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubProperty(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubProperty(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubProperty(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/acceptDefaultFocus()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/acceptDefaultFocus()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/disableMaskSet|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/addDisableMask(java.lang.Object)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubTemplate(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubTemplate(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/remove()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getProperty()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/remove()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/disableMaskSet|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/removeDisableMask(java.lang.Object)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/resetDefaultValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getPropertyEditorPane(java.awt.Component)|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/getPropertyEditorPane()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubPropertyBase(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/propertyBase|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubPropertyBase(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/createSubPropertyBase(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/getProperty()|,|java+method:///net/suberic/util/gui/propedit/CompositeSwingPropertyEditor/getDisplayValue()|>>,
  <<|java+class:///net/suberic/pooka/gui/MessageProxy/OpenDefaultDisplayAction|,|java+class:///net/suberic/pooka/gui/MessageProxy/OpenAction|>,220,<|java+field:///net/suberic/pooka/gui/MessageProxy/OpenAction/headerModeValue|,|java+constructor:///net/suberic/pooka/gui/MessageProxy/OpenDefaultDisplayAction/OpenDefaultDisplayAction()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getMessageInfo(javax.mail.Message)|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/fireMessageCountEvent(javax.mail.event.MessageCountEvent)|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/resetMessageCounts()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderTableModel()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/messageToInfoTable|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/folderTableModel|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderDisplayUI()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/loadAllMessages()|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/loadAllMessages()|>>,
  <<|java+class:///net/suberic/pooka/PopInboxFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/folderTableModel|,|java+method:///net/suberic/pooka/PopInboxFolderInfo/loadAllMessages()|>>,
