[
  <<|java+class:///org/exolab/jms/message/TextMessageConverter|,|java+class:///org/exolab/jms/message/AbstractMessageConverter|>,220,<|java+method:///org/exolab/jms/message/AbstractMessageConverter/populate(javax.jms.Message,javax.jms.Message)|,|java+method:///org/exolab/jms/message/TextMessageConverter/populate(javax.jms.Message,javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint/getDestination()|,|java+method:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint/cacheAdded(org.exolab.jms.client.JmsDestination,org.exolab.jms.messagemgr.DestinationCache)|>>,
  <<|java+class:///org/exolab/jms/message/ObjectMessageImpl|,|java+class:///org/exolab/jms/message/MessageImpl|>,220,<|java+method:///org/exolab/jms/message/MessageImpl/writeExternal(java.io.ObjectOutput)|,|java+method:///org/exolab/jms/message/ObjectMessageImpl/writeExternal(java.io.ObjectOutput)|>>,
  <<|java+class:///org/exolab/jms/message/ObjectMessageImpl|,|java+class:///org/exolab/jms/message/MessageImpl|>,220,<|java+method:///org/exolab/jms/message/MessageImpl/clone()|,|java+method:///org/exolab/jms/message/ObjectMessageImpl/clone()|>>,
  <<|java+class:///org/exolab/jms/message/ObjectMessageImpl|,|java+class:///org/exolab/jms/message/MessageImpl|>,220,<|java+method:///org/exolab/jms/message/MessageImpl/readExternal(java.io.ObjectInput)|,|java+method:///org/exolab/jms/message/ObjectMessageImpl/readExternal(java.io.ObjectInput)|>>,
  <<|java+class:///org/exolab/jms/message/ObjectMessageImpl|,|java+class:///org/exolab/jms/message/MessageImpl|>,220,<|java+method:///org/exolab/jms/message/MessageImpl/checkWrite()|,|java+method:///org/exolab/jms/message/ObjectMessageImpl/setObject(java.io.Serializable)|>>,
  <<|java+class:///org/exolab/jms/message/ObjectMessageImpl|,|java+class:///org/exolab/jms/message/MessageImpl|>,220,<|java+method:///org/exolab/jms/message/MessageImpl/clearBody()|,|java+method:///org/exolab/jms/message/ObjectMessageImpl/clearBody()|>>,
  <<|java+class:///org/exolab/jms/message/ObjectMessageImpl|,|java+class:///org/exolab/jms/message/MessageImpl|>,220,<|java+method:///org/exolab/jms/message/MessageImpl/setJMSType(java.lang.String)|,|java+constructor:///org/exolab/jms/message/ObjectMessageImpl/ObjectMessageImpl()|>>,
  <<|java+class:///org/exolab/jms/server/net/JmsAdminServerImpl|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/getProxy()|,|java+method:///org/exolab/jms/server/net/JmsAdminServerImpl/createConnection(java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/server/net/JmsAdminServerImpl|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/getORB()|,|java+method:///org/exolab/jms/server/net/JmsAdminServerImpl/createConnection(java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/client/JmsXASession|,|java+class:///org/exolab/jms/client/JmsSession|>,220,<|java+method:///org/exolab/jms/client/JmsSession/getServerSession()|,|java+constructor:///org/exolab/jms/client/JmsXASession/JmsXASession(org.exolab.jms.client.JmsConnection)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopicConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/createConnectionConsumer(javax.jms.Destination,java.lang.String,javax.jms.ServerSessionPool,int)|,|java+method:///org/exolab/jms/client/JmsTopicConnection/createConnectionConsumer(javax.jms.Topic,java.lang.String,javax.jms.ServerSessionPool,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopicConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/createDurableConnectionConsumer(javax.jms.Topic,java.lang.String,java.lang.String,javax.jms.ServerSessionPool,int)|,|java+method:///org/exolab/jms/client/JmsTopicConnection/createDurableConnectionConsumer(javax.jms.Topic,java.lang.String,java.lang.String,javax.jms.ServerSessionPool,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopicConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/addSession(org.exolab.jms.client.JmsSession)|,|java+method:///org/exolab/jms/client/JmsTopicConnection/createTopicSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopicConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/isStopped()|,|java+method:///org/exolab/jms/client/JmsTopicConnection/createTopicSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopicConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/setModified()|,|java+method:///org/exolab/jms/client/JmsTopicConnection/createTopicSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopicConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/ensureOpen()|,|java+method:///org/exolab/jms/client/JmsTopicConnection/createTopicSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsDestination|,|java+class:///org/exolab/jms/message/DestinationImpl|>,220,<|java+method:///org/exolab/jms/message/DestinationImpl/getDestination()|,|java+method:///org/exolab/jms/client/JmsDestination/isTemporaryDestination()|>>,
  <<|java+class:///org/exolab/jms/client/JmsDestination|,|java+class:///org/exolab/jms/message/DestinationImpl|>,220,<|java+method:///org/exolab/jms/message/DestinationImpl/getDestination()|,|java+method:///org/exolab/jms/client/JmsDestination/toString()|>>,
  <<|java+class:///org/exolab/jms/client/JmsDestination|,|java+class:///org/exolab/jms/message/DestinationImpl|>,220,<|java+method:///org/exolab/jms/message/DestinationImpl/writeExternal(java.io.ObjectOutput)|,|java+method:///org/exolab/jms/client/JmsDestination/writeExternal(java.io.ObjectOutput)|>>,
  <<|java+class:///org/exolab/jms/client/JmsDestination|,|java+class:///org/exolab/jms/message/DestinationImpl|>,220,<|java+method:///org/exolab/jms/message/DestinationImpl/getDestination()|,|java+method:///org/exolab/jms/client/JmsDestination/isTemporaryDestination(org.exolab.jms.message.DestinationImpl)|>>,
  <<|java+class:///org/exolab/jms/client/JmsDestination|,|java+class:///org/exolab/jms/message/DestinationImpl|>,220,<|java+method:///org/exolab/jms/message/DestinationImpl/getDestination()|,|java+method:///org/exolab/jms/client/JmsDestination/getName()|>>,
  <<|java+class:///org/exolab/jms/client/JmsDestination|,|java+class:///org/exolab/jms/message/DestinationImpl|>,220,<|java+method:///org/exolab/jms/message/DestinationImpl/readExternal(java.io.ObjectInput)|,|java+method:///org/exolab/jms/client/JmsDestination/readExternal(java.io.ObjectInput)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/TopicConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint/init()|,|java+constructor:///org/exolab/jms/messagemgr/TopicConsumerEndpoint/TopicConsumerEndpoint(long,long,org.exolab.jms.client.JmsTopic,java.lang.String,boolean,org.exolab.jms.messagemgr.DestinationManager)|>>,
  <<|java+class:///org/exolab/jms/client/JmsXATopicSession|,|java+class:///org/exolab/jms/client/JmsSession|>,220,<|java+method:///org/exolab/jms/client/JmsSession/getServerSession()|,|java+constructor:///org/exolab/jms/client/JmsXATopicSession/JmsXATopicSession(org.exolab.jms.client.JmsXATopicConnection)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/refresh()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/deleteTopic()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_tree|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/deleteTopic()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/getInstanceSelected()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/deleteTopic()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_name|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/deleteTopic()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/getInstanceSelected()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/editTopic()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/refresh()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/update()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_isExplored|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/update()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_tree|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/update()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_name|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/update()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/refresh()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/addConsumer()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_isExplored|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/addConsumer()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_tree|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/addConsumer()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/getInstanceSelected()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/addConsumer()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_name|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/addConsumer()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSTopic|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_commands|,|java+method:///org/exolab/jms/tools/admin/OpenJMSTopic/createCommands()|>>,
  <<|java+class:///org/exolab/jms/server/EmbeddedJmsServer|,|java+class:///org/exolab/jms/server/JmsServer|>,220,<|java+method:///org/exolab/jms/server/JmsServer/getServices()|,|java+method:///org/exolab/jms/server/EmbeddedJmsServer/getServiceManager()|>>,
  <<|java+class:///org/exolab/jms/server/EmbeddedJmsServer|,|java+class:///org/exolab/jms/server/JmsServer|>,220,<|java+method:///org/exolab/jms/server/JmsServer/init()|,|java+method:///org/exolab/jms/server/EmbeddedJmsServer/run()|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueueConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/addSession(org.exolab.jms.client.JmsSession)|,|java+method:///org/exolab/jms/client/JmsQueueConnection/createQueueSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueueConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/isStopped()|,|java+method:///org/exolab/jms/client/JmsQueueConnection/createQueueSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueueConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/setModified()|,|java+method:///org/exolab/jms/client/JmsQueueConnection/createQueueSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueueConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/ensureOpen()|,|java+method:///org/exolab/jms/client/JmsQueueConnection/createQueueSession(boolean,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueueConnection|,|java+class:///org/exolab/jms/client/JmsConnection|>,220,<|java+method:///org/exolab/jms/client/JmsConnection/createConnectionConsumer(javax.jms.Destination,java.lang.String,javax.jms.ServerSessionPool,int)|,|java+method:///org/exolab/jms/client/JmsQueueConnection/createConnectionConsumer(javax.jms.Queue,java.lang.String,javax.jms.ServerSessionPool,int)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsTopic/equals(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/writeExternal(java.io.ObjectOutput)|,|java+method:///org/exolab/jms/client/JmsTopic/writeExternal(java.io.ObjectOutput)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getPersistent()|,|java+method:///org/exolab/jms/client/JmsTopic/getReference()|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsTopic/getReference()|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsTopic/match(org.exolab.jms.client.JmsTopic)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsTopic/hashCode()|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/readExternal(java.io.ObjectInput)|,|java+method:///org/exolab/jms/client/JmsTopic/readExternal(java.io.ObjectInput)|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsTopic/isWildCard()|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopic|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsTopic/getTopicName()|>>,
  <<|java+class:///org/exolab/jms/selector/LogicalOperator|,|java+class:///org/exolab/jms/selector/BinaryOperator|>,220,<|java+method:///org/exolab/jms/selector/BinaryOperator/right()|,|java+method:///org/exolab/jms/selector/LogicalOperator/evaluate(javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/selector/LogicalOperator|,|java+class:///org/exolab/jms/selector/BinaryOperator|>,220,<|java+method:///org/exolab/jms/selector/BinaryOperator/left()|,|java+method:///org/exolab/jms/selector/LogicalOperator/evaluate(javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/selector/LogicalOperator|,|java+class:///org/exolab/jms/selector/Operator|>,220,<|java+method:///org/exolab/jms/selector/Operator/operator()|,|java+method:///org/exolab/jms/selector/LogicalOperator/checkTypes(org.exolab.jms.selector.Type,org.exolab.jms.selector.Type)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint/getId()|,|java+method:///org/exolab/jms/messagemgr/QueueConsumerEndpoint/doReceive(org.exolab.jms.messagemgr.Condition)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint/getSelector()|,|java+method:///org/exolab/jms/messagemgr/QueueConsumerEndpoint/doReceive(org.exolab.jms.messagemgr.Condition)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint/notifyMessageAvailable()|,|java+method:///org/exolab/jms/messagemgr/QueueConsumerEndpoint/messageAdded(org.exolab.jms.messagemgr.MessageHandle,org.exolab.jms.message.MessageImpl)|>>,
  <<|java+class:///org/exolab/jms/selector/SLong|,|java+class:///org/exolab/jms/selector/SNumber|>,220,<|java+method:///org/exolab/jms/selector/SNumber/getLong()|,|java+method:///org/exolab/jms/selector/SLong/equal(org.exolab.jms.selector.SObject)|>>,
  <<|java+class:///org/exolab/jms/selector/SLong|,|java+class:///org/exolab/jms/selector/SNumber|>,220,<|java+method:///org/exolab/jms/selector/SNumber/getLong()|,|java+method:///org/exolab/jms/selector/SLong/less(org.exolab.jms.selector.SObject)|>>,
  <<|java+class:///org/exolab/jms/selector/SLong|,|java+class:///org/exolab/jms/selector/SNumber|>,220,<|java+method:///org/exolab/jms/selector/SNumber/getLong()|,|java+method:///org/exolab/jms/selector/SLong/add(org.exolab.jms.selector.SNumber)|>>,
  <<|java+class:///org/exolab/jms/selector/SLong|,|java+class:///org/exolab/jms/selector/SNumber|>,220,<|java+method:///org/exolab/jms/selector/SNumber/getLong()|,|java+method:///org/exolab/jms/selector/SLong/multiply(org.exolab.jms.selector.SNumber)|>>,
  <<|java+class:///org/exolab/jms/selector/SLong|,|java+class:///org/exolab/jms/selector/SNumber|>,220,<|java+method:///org/exolab/jms/selector/SNumber/getLong()|,|java+method:///org/exolab/jms/selector/SLong/divide(org.exolab.jms.selector.SNumber)|>>,
  <<|java+class:///org/exolab/jms/selector/SLong|,|java+class:///org/exolab/jms/selector/SNumber|>,220,<|java+method:///org/exolab/jms/selector/SNumber/getLong()|,|java+method:///org/exolab/jms/selector/SLong/greater(org.exolab.jms.selector.SObject)|>>,
  <<|java+class:///org/exolab/jms/selector/SLong|,|java+class:///org/exolab/jms/selector/SNumber|>,220,<|java+method:///org/exolab/jms/selector/SNumber/getLong()|,|java+method:///org/exolab/jms/selector/SLong/subtract(org.exolab.jms.selector.SNumber)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSQueue|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/refresh()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSQueue/deleteQueue()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSQueue|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_tree|,|java+method:///org/exolab/jms/tools/admin/OpenJMSQueue/deleteQueue()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSQueue|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+method:///org/exolab/jms/tools/admin/OpenJMSObject/getInstanceSelected()|,|java+method:///org/exolab/jms/tools/admin/OpenJMSQueue/deleteQueue()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSQueue|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_name|,|java+method:///org/exolab/jms/tools/admin/OpenJMSQueue/deleteQueue()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OpenJMSQueue|,|java+class:///org/exolab/jms/tools/admin/OpenJMSObject|>,220,<|java+field:///org/exolab/jms/tools/admin/OpenJMSObject/_commands|,|java+method:///org/exolab/jms/tools/admin/OpenJMSQueue/createCommands()|>>,
  <<|java+class:///org/exolab/jms/server/net/RemoteServerConnection|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/getProxy()|,|java+method:///org/exolab/jms/server/net/RemoteServerConnection/createSession(int,boolean)|>>,
  <<|java+class:///org/exolab/jms/server/net/RemoteServerConnection|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/getORB()|,|java+method:///org/exolab/jms/server/net/RemoteServerConnection/createSession(int,boolean)|>>,
  <<|java+class:///org/exolab/jms/server/net/RemoteServerConnection|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/getORB()|,|java+method:///org/exolab/jms/server/net/RemoteServerConnection/close()|>>,
  <<|java+class:///org/exolab/jms/server/net/RemoteServerConnection|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/unexportObject()|,|java+method:///org/exolab/jms/server/net/RemoteServerConnection/close()|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueue|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsQueue/equals(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueue|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/writeExternal(java.io.ObjectOutput)|,|java+method:///org/exolab/jms/client/JmsQueue/writeExternal(java.io.ObjectOutput)|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueue|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getPersistent()|,|java+method:///org/exolab/jms/client/JmsQueue/getReference()|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueue|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsQueue/getReference()|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueue|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsQueue/hashCode()|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueue|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/readExternal(java.io.ObjectInput)|,|java+method:///org/exolab/jms/client/JmsQueue/readExternal(java.io.ObjectInput)|>>,
  <<|java+class:///org/exolab/jms/client/JmsQueue|,|java+class:///org/exolab/jms/client/JmsDestination|>,220,<|java+method:///org/exolab/jms/client/JmsDestination/getName()|,|java+method:///org/exolab/jms/client/JmsQueue/getQueueName()|>>,
  <<|java+class:///org/exolab/jms/net/orb/DefaultORB|,|java+class:///org/exolab/jms/net/orb/AbstractORB|>,220,<|java+method:///org/exolab/jms/net/orb/AbstractORB/getProperties()|,|java+method:///org/exolab/jms/net/orb/DefaultORB/createConnectionManager(org.exolab.jms.net.connector.InvocationHandler,org.exolab.jms.net.connector.Authenticator)|>>,
  <<|java+class:///org/exolab/jms/net/orb/DefaultORB|,|java+class:///org/exolab/jms/net/orb/AbstractORB|>,220,<|java+method:///org/exolab/jms/net/orb/AbstractORB/unexportObject(java.lang.Object)|,|java+method:///org/exolab/jms/net/orb/DefaultORB/unexportObject(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/net/orb/DefaultORB|,|java+class:///org/exolab/jms/net/orb/AbstractORB|>,220,<|java+method:///org/exolab/jms/net/orb/AbstractORB/getExported()|,|java+method:///org/exolab/jms/net/orb/DefaultORB/unexportObject(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/net/orb/DefaultORB|,|java+class:///org/exolab/jms/net/orb/AbstractORB|>,220,<|java+method:///org/exolab/jms/net/orb/AbstractORB/getProperties()|,|java+method:///org/exolab/jms/net/orb/DefaultORB/accept(org.exolab.jms.net.uri.URI)|>>,
  <<|java+class:///org/exolab/jms/net/orb/DefaultORB|,|java+class:///org/exolab/jms/net/orb/AbstractORB|>,220,<|java+method:///org/exolab/jms/net/orb/AbstractORB/getProxyClassLoader()|,|java+method:///org/exolab/jms/net/orb/DefaultORB/getRegistry(java.util.Map)|>>,
  <<|java+class:///org/exolab/jms/net/orb/DefaultORB|,|java+class:///org/exolab/jms/net/orb/AbstractORB|>,220,<|java+method:///org/exolab/jms/net/orb/AbstractORB/doExportTo(java.lang.Object,org.exolab.jms.net.uri.URI)|,|java+method:///org/exolab/jms/net/orb/DefaultORB/exportObjectTo(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/message/ObjectMessageConverter|,|java+class:///org/exolab/jms/message/AbstractMessageConverter|>,220,<|java+method:///org/exolab/jms/message/AbstractMessageConverter/populate(javax.jms.Message,javax.jms.Message)|,|java+method:///org/exolab/jms/message/ObjectMessageConverter/populate(javax.jms.Message,javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/net/http/HTTPRequestInfo|,|java+class:///org/exolab/jms/net/connector/URIRequestInfo|>,220,<|java+method:///org/exolab/jms/net/connector/URIRequestInfo/equals(java.lang.Object)|,|java+method:///org/exolab/jms/net/http/HTTPRequestInfo/equals(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/net/http/HTTPRequestInfo|,|java+class:///org/exolab/jms/net/connector/URIRequestInfo|>,220,<|java+method:///org/exolab/jms/net/connector/URIRequestInfo/export(org.exolab.jms.net.util.Properties)|,|java+method:///org/exolab/jms/net/http/HTTPRequestInfo/export(org.exolab.jms.net.util.Properties)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueConsumerMessageHandle|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerMessageHandle|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerMessageHandle/setConsumerId(long)|,|java+method:///org/exolab/jms/messagemgr/QueueConsumerMessageHandle/setConsumerId(long)|>>,
