[
  <<|java+class:///ChallengeHandler|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/org/webengruven/webmail/plugins/ChallengeHandler.java|(1623,49,<47,8>,<47,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/storage/FileStorage.java|(14595,25,<482,9>,<482,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/storage/FileStorage.java|(15170,26,<506,17>,<506,43>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/storage/FileStorage.java|(15242,26,<507,44>,<507,70>)>,
  <<|java+class:///net/wastl/webmail/misc/ExpireableCache|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/storage/FileStorage.java|(15225,43,<507,27>,<507,70>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/storage/FileStorage.java|(15523,26,<513,17>,<513,43>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/storage/FileStorage.java|(15595,22,<514,44>,<514,66>)>,
  <<|java+class:///net/wastl/webmail/misc/ExpireableCache|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/storage/FileStorage.java|(15578,39,<514,27>,<514,66>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/ExpireableCache.java|(2505,25,<94,15>,<94,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/ExpireableCache.java|(2537,16,<95,5>,<95,21>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(1464,32,<48,1>,<48,33>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(1785,13,<59,32>,<59,45>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(1784,59,<59,31>,<59,90>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(1854,13,<61,6>,<61,19>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(1994,13,<64,32>,<64,45>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(1993,56,<64,31>,<64,87>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(2060,13,<66,6>,<66,19>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(2266,13,<71,32>,<71,45>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(2265,57,<71,31>,<71,88>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(2332,13,<72,6>,<72,19>)>,
  <<|java+interface:///org/w3c/dom/Attr|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(2813,17,<83,12>,<83,29>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(2902,40,<85,8>,<85,48>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(3111,13,<88,4>,<88,17>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/misc/JavaScriptCleaner.java|(3429,13,<94,4>,<94,17>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/Authenticator.java|(2850,16,<88,8>,<88,24>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/Authenticator.java|(2870,17,<88,28>,<88,45>)>,
  <<|java+class:///FolderList|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderList.java|(1576,48,<56,1>,<56,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderList.java|(2239,20,<81,24>,<81,44>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderList.java|(2844,136,<103,8>,<105,54>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(2581,19,<94,18>,<94,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(2610,32,<95,8>,<95,40>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLMessagePart|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(3112,34,<114,25>,<114,59>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(3294,19,<122,39>,<122,58>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(3384,27,<125,5>,<125,32>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(3662,31,<136,5>,<136,36>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(3718,19,<138,13>,<138,32>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(4034,31,<150,5>,<150,36>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(4090,19,<152,13>,<152,32>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(4650,19,<172,18>,<172,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(4679,32,<173,8>,<173,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(4720,41,<174,5>,<174,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(4880,40,<179,12>,<179,52>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(5043,19,<186,18>,<186,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(5072,32,<187,8>,<187,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(5113,41,<188,5>,<188,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(5273,40,<193,12>,<193,52>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(5669,19,<209,18>,<209,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(5698,32,<210,8>,<210,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessage.java|(5739,41,<211,5>,<211,46>)>,
  <<|java+class:///ShowMessage|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ShowMessage.java|(1515,48,<52,1>,<52,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ShowMessage.java|(2141,20,<77,24>,<77,44>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ShowMessage.java|(2754,136,<99,8>,<101,54>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/StringConfigParameter.java|(1149,21,<32,1>,<32,22>)>,
  <<|java+class:///WebMailTitle|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailTitle.java|(1466,48,<49,1>,<49,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailTitle.java|(2156,23,<75,16>,<75,39>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailTitle.java|(2200,112,<76,8>,<76,120>)>,
  <<|java+class:///java/io/FileInputStream|,|java+class:///java/io/InputStream|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/authenticators/UnixAuthenticator.java|(1325,52,<53,24>,<53,76>)>,
  <<|java+class:///java/io/FileInputStream|,|java+class:///java/io/InputStream|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/authenticators/UnixAuthenticator.java|(1418,52,<55,24>,<55,76>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/authenticators/UnixAuthenticator.java|(1857,52,<71,9>,<71,61>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(1790,19,<57,17>,<57,36>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(2236,19,<70,15>,<70,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(2265,35,<71,8>,<71,43>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(2336,43,<74,8>,<74,51>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(2587,19,<83,15>,<83,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(2616,34,<84,8>,<84,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(2857,43,<89,9>,<89,52>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(2913,52,<90,9>,<90,61>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(3644,19,<118,15>,<118,34>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLResourceBundle|,|java+class:///java/util/ResourceBundle|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(4204,154,<145,5>,<146,64>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLResourceBundle.java|(3460,6,<112,8>,<112,14>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigYesNoParameter.java|(1179,27,<36,1>,<36,28>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigYesNoParameter.java|(1209,27,<37,1>,<37,28>)>,
  <<|java+class:///FileAttacher|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FileAttacher.java|(1716,48,<57,1>,<57,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FileAttacher.java|(2505,20,<82,24>,<82,44>)>,
  <<|java+class:///net/wastl/webmail/misc/ByteStore|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FileAttacher.java|(2697,37,<87,15>,<87,52>)>,
  <<|java+class:///net/wastl/webmail/misc/ByteStore|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FileAttacher.java|(2832,44,<90,30>,<90,74>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FileAttacher.java|(4184,19,<121,30>,<121,49>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FileAttacher.java|(4543,22,<129,33>,<129,55>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FileAttacher.java|(5732,139,<159,8>,<161,54>)>,
  <<|java+class:///WebMailHelp|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(1645,48,<59,1>,<59,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(2175,23,<81,16>,<81,39>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(2240,70,<83,28>,<83,98>)>,
  <<|java+interface:///org/w3c/dom/Document|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(2230,80,<83,18>,<83,98>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(2711,78,<96,5>,<96,83>)>,
  <<|java+interface:///org/w3c/dom/Document|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(2711,78,<96,5>,<96,83>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(3140,23,<105,6>,<105,29>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,202,|java+variable:///WebMailHelp/handleURL(java.lang.String,net.wastl.webmail.server.HTTPSession,net.wastl.webmail.server.http.HTTPRequestHeader)/retdoc|>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/WebMailHelp.java|(3626,23,<115,6>,<115,29>)>,
  <<|java+class:///LogoutSession|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/LogoutSession.java|(1519,48,<52,1>,<52,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/LogoutSession.java|(2235,23,<76,16>,<76,39>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,202,|java+variable:///LogoutSession/handleURL(java.lang.String,net.wastl.webmail.server.HTTPSession,net.wastl.webmail.server.http.HTTPRequestHeader)/content|>,
  <<|java+class:///ImageHandler|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ImageHandler.java|(1474,48,<50,1>,<50,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ImageHandler.java|(2281,23,<77,20>,<77,43>)>,
  <<|java+class:///net/wastl/webmail/ui/html/HTMLImage|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ImageHandler.java|(2149,100,<75,12>,<75,112>)>,
  <<|java+class:///net/wastl/webmail/ui/html/HTMLImage|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/ImageHandler.java|(2329,78,<78,12>,<78,90>)>,
  <<|java+class:///About|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/About.java|(1335,48,<48,1>,<48,49>)>,
  <<|java+interface:///net/wastl/webmail/server/Plugin|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/About.java|(2241,23,<77,14>,<77,37>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(1998,60,<72,5>,<72,65>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(2075,48,<74,5>,<74,53>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(4278,33,<137,1>,<137,34>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(4314,36,<138,1>,<138,37>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(4402,27,<141,1>,<141,28>)>,
  <<|java+interface:///org/w3c/dom/CDATASection|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(4634,32,<148,1>,<148,33>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(4758,44,<152,5>,<152,49>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(4819,32,<154,5>,<154,37>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(5236,26,<168,5>,<168,31>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(5627,26,<183,1>,<183,27>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(6185,19,<198,9>,<198,28>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(6184,55,<198,8>,<198,63>)>,
  <<|java+interface:///org/w3c/dom/Node|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLGenericModel.java|(6359,24,<204,12>,<204,36>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(25929,32,<680,38>,<680,70>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(28970,1,<781,23>,<781,24>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(28970,1,<781,23>,<781,24>)>,
  <<|java+anonymousClass:///net/wastl/webmail/misc/Helper/breakLine(java/lang/String,int,int)/$anonymous1|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(28782,223,<773,12>,<784,3>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(29522,5,<801,14>,<801,19>)>,
  <<|java+class:///java/lang/Object|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(29555,18,<803,14>,<803,32>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(29522,5,<801,14>,<801,19>)>,
  <<|java+class:///java/lang/Object|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(29555,18,<803,14>,<803,32>)>,
  <<|java+anonymousClass:///net/wastl/webmail/misc/Helper/breakLine(java/lang/String,int,int)/$anonymous2|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/misc/Helper.java|(29304,287,<792,12>,<806,3>)>,
  <<|java+interface:///net/wastl/webmail/server/Plugin|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/PluginHandler.java|(2534,24,<87,15>,<87,39>)>,
  <<|java+interface:///net/wastl/webmail/server/Plugin|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/PluginHandler.java|(2566,10,<88,6>,<88,16>)>,
  <<|java+interface:///net/wastl/webmail/server/Plugin|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/PluginHandler.java|(2976,16,<105,14>,<105,30>)>,
  <<|java+interface:///net/wastl/webmail/server/Plugin|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/PluginHandler.java|(3024,10,<107,2>,<107,12>)>,
  <<|java+interface:///org/w3c/dom/Node|,|java+interface:///org/w3c/dom/Document|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/ui/xml/XHTMLDocument.java|(1685,9,<56,37>,<56,46>)>,
  <<|java+interface:///org/w3c/dom/Node|,|java+interface:///org/w3c/dom/Document|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/ui/xml/XHTMLDocument.java|(2790,9,<83,37>,<83,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/SystemCheck.java|(1809,45,<53,4>,<53,49>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/SystemCheck.java|(1863,47,<54,4>,<54,51>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/SystemCheck.java|(1919,45,<55,4>,<55,49>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/SystemCheck.java|(2305,46,<64,9>,<64,55>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/SystemCheck.java|(4695,39,<123,4>,<123,43>)>,
  <<|java+class:///FolderSetup|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(1619,48,<56,1>,<56,49>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(2274,20,<81,24>,<81,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(2451,45,<86,37>,<86,82>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/FolderSetup.java|(3020,155,<104,5>,<106,52>)>,
