[
  <<|java+class:///org/apache/xalan/templates/ElemAttribute|,|java+class:///org/apache/xalan/templates/ElemElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/ElemAttributeSet.java|(3549,25,<125,6>,<125,31>),|java+method:///org/apache/xalan/templates/ElemElement/execute(org.apache.xalan.transformer.TransformerImpl)|,|java+project:///|>>,
  <<|java+class:///org/apache/xpath/functions/FuncConcat|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncConcat/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplate|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getTagName()|,|java+method:///org/apache/xalan/templates/ElemTemplate/getNodeName()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/CastCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/CastCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/KeyIndex|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getNodeByPosition(int)|,|java+method:///org/apache/xalan/xsltc/dom/KeyIndex/getLast()|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/DupFilterIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getLast()|,|java+method:///org/apache/xalan/xsltc/dom/DupFilterIterator/reset()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplate|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/canStripWhiteSpace()|,|java+method:///org/apache/xalan/templates/ElemTemplate/getStylesheetRoot()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncPosition|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncPosition/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemElement|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getTagName()|,|java+method:///org/apache/xalan/templates/ElemElement/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncLast|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncLast/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/patterns/UnionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int,org.apache.xml.dtm.DTM,int)|,|java+method:///org/apache/xpath/patterns/UnionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/FilterParentPath|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/FilterParentPath/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncStringLength|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncStringLength/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemComment|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/exprAddChild(org.apache.xpath.ExpressionNode,int)|,|java+method:///org/apache/xalan/templates/ElemComment/appendChild(org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncUnparsedEntityURI|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncUnparsedEntityURI/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/axes/ChildIterator|,|java+class:///org/apache/xpath/axes/LocPathIterator|>,<|java+project:///|,|java+method:///org/apache/xpath/axes/LocPathIterator/runTo(int)|,|java+method:///org/apache/xpath/axes/ChildIterator/nextNode()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemWithParam|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/exprSetParent(org.apache.xpath.ExpressionNode)|,|java+method:///org/apache/xalan/templates/ElemWithParam/setParentElem(org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemPI|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/exprAddChild(org.apache.xpath.ExpressionNode,int)|,|java+method:///org/apache/xalan/templates/ElemPI/appendChild(org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCeiling|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncCeiling/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNot|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncNot/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/AncestorIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getLast()|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/AncestorIterator/reset()|>>,
  <<|java+class:///org/apache/xpath/objects/XNull|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/boolWithSideEffects()|,|java+method:///org/apache/xpath/objects/XNull/bool()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemCopy|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getLocalName()|,|java+method:///org/apache/xalan/templates/ElemCopy/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/objects/XBoolean|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/mutableNodeset()|,|java+method:///org/apache/xpath/objects/XBoolean/getTypeString()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/LocationPathPattern|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/LocationPathPattern/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/objects/XBooleanStatic|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/notEquals(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XBooleanStatic/equals(org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/AbsoluteLocationPath|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/AbsoluteLocationPath/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNot|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNot/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/patterns/NodeTest|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/NodeTest/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/patterns/FunctionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/FunctionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/patterns/FunctionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/FunctionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstring|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncSubstring/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/VariableRef|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/VariableRef/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFrag|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/boolWithSideEffects()|,|java+method:///org/apache/xpath/objects/XRTreeFrag/bool()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstring|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int,org.apache.xml.dtm.DTM,int)|,|java+method:///org/apache/xpath/functions/FuncSubstring/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/getDoctype()|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/templates/XUnresolvedVariable|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/nodelist()|,|java+method:///org/apache/xalan/templates/XUnresolvedVariable/getTypeString()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/StartsWithCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/StartsWithCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/AncestorPattern|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/AncestorPattern/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNamespace|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncNamespace/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSum|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncSum/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/ObjectType|,|java+class:///org/apache/xalan/xsltc/compiler/util/Type|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/Type/translateToDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,org.apache.xalan.xsltc.compiler.util.Type)|,|java+method:///org/apache/xalan/xsltc/compiler/util/ObjectType/translateTo(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,org.apache.xalan.xsltc.compiler.util.Type)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/Import|,|java+class:///org/apache/xalan/xsltc/compiler/TopLevelElement|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/TopLevelElement/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/Import/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncUnparsedEntityURI|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncUnparsedEntityURI/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/UnparsedEntityUriCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/UnparsedEntityUriCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCeiling|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncCeiling/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/getOwnerElement()|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/NodeSetDTM|,|java+class:///org/apache/xml/utils/NodeVector|>,<|java+project:///|,|java+method:///org/apache/xml/utils/NodeVector/insertInOrder(int)|,|java+method:///org/apache/xpath/NodeSetDTM/addElement(int)|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFrag|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/notEquals(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XRTreeFrag/equals(org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/StepPattern|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/StepPattern/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/createCDATASection(java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSystemProperty|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncSystemProperty/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/axes/OneStepIterator|,|java+class:///org/apache/xpath/axes/PredicatedNodeTest|>,<|java+project:///|,|java+method:///org/apache/xpath/axes/PredicatedNodeTest/acceptNode(int)|,|java+method:///org/apache/xpath/axes/OneStepIterator/countProximityPosition(int)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemApplyImport|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/exprAddChild(org.apache.xpath.ExpressionNode,int)|,|java+method:///org/apache/xalan/templates/ElemApplyImport/appendChild(org.apache.xalan.templates.ElemTemplateElement)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM/getPrefix(int)|>>,
  <<|java+class:///org/apache/xpath/objects/XBoolean|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/lessThan(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XBoolean/num()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtElementAvailable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncExtElementAvailable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplate|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/shouldStripWhiteSpace(org.apache.xpath.XPathContext,org.w3c.dom.Element)|,|java+method:///org/apache/xalan/templates/ElemTemplate/getStylesheetRoot()|>>,
  <<|java+class:///org/apache/xpath/objects/XNull|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/xstr()|,|java+method:///org/apache/xpath/objects/XNull/str()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemCopy|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getTagName()|,|java+method:///org/apache/xalan/templates/ElemCopy/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/operations/Or|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/operations/Or/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XNull|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/iter()|,|java+method:///org/apache/xpath/objects/XNull/getTypeString()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSum|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncSum/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/serializer/ToStream|,|java+class:///org/apache/xml/serializer/SerializerBase|>,<|java+project:///|,|java+method:///org/apache/xml/serializer/SerializerBase/addAttribute(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean)|,|java+method:///org/apache/xml/serializer/ToStream/addAttributeAlways(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,boolean)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/_prevsib(int)|>>,
  <<|java+class:///org/apache/xml/serializer/ToHTMLSAXHandler|,|java+class:///org/apache/xml/serializer/ToSAXHandler|>,<|java+project:///|,|java+method:///org/apache/xml/serializer/ToSAXHandler/characters(org.w3c.dom.Node)|,|java+method:///org/apache/xml/serializer/ToHTMLSAXHandler/characters(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncUnparsedEntityURI|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncUnparsedEntityURI/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/PrecedingSiblingIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getNodeByPosition(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/PrecedingSiblingIterator/isReverse()|>>,
  <<|java+class:///org/apache/xalan/lib/sql/SQLDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_level(int)|,|java+method:///org/apache/xalan/lib/sql/SQLDocument/nextNode()|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFrag|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/lessThanOrEqual(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XRTreeFrag/num()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncFalse|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncFalse/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/SQLDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xalan/lib/sql/SQLDocument/_nextsib(int)|>>,
  <<|java+class:///org/apache/xpath/operations/UnaryOperation|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/operations/UnaryOperation/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncTrue|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncTrue/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncStringLength|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncStringLength/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemIf|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemIf/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCurrent|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncCurrent/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/Gt|,|java+class:///org/apache/xpath/operations/Operation|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Gt/operate(org.apache.xpath.objects.XObject,org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xpath/objects/XNull|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/deepEquals(org.apache.xpath.Expression)|,|java+method:///org/apache/xpath/objects/XNull/equals(org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncStartsWith|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncStartsWith/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemMessage|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemMessage/getNodeName()|>>,
