[
  <<|java+class:///org/apache/html/dom/HTMLDocumentImpl|,|java+interface:///org/w3c/dom/html/HTMLDocument|>,202,|java+variable:///org/cyberneko/html/DOMFragmentParserTest/doTest(java.lang.String,java.lang.String)/document|>,
  <<|java+class:///org/apache/xerces/util/XMLAttributesImpl|,|java+interface:///org/apache/xerces/xni/XMLAttributes|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(112848,55,<2954,20>,<2954,75>)>,
  <<|java+class:///org/apache/xerces/util/XMLAttributesImpl|,|java+interface:///org/apache/xerces/xni/XMLAttributes|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(113250,55,<2963,20>,<2963,75>)>,
  <<|java+class:///org/cyberneko/html/HTMLScanner/LocationItem|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(114128,41,<2979,12>,<2979,53>)>,
  <<|java+class:///org/cyberneko/html/HTMLScanner/CurrentEntity|,|java+class:///java/lang/Object|>,203,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(122061,40,<3160,41>,<3160,81>)>,
  <<|java+class:///org/apache/xerces/util/XMLStringBuffer|,|java+class:///org/apache/xerces/xni/XMLString|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(124228,51,<3220,16>,<3220,67>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(136494,40,<3587,10>,<3587,50>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(136862,16,<3601,10>,<3601,26>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(139113,62,<3664,7>,<3664,69>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(139569,65,<3683,7>,<3683,72>)>,
  <<|java+class:///org/cyberneko/html/HTMLAugmentations|,|java+interface:///org/apache/xerces/xni/Augmentations|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(57438,4,<1582,15>,<1582,19>)>,
  <<|java+class:///java/io/InputStreamReader|,|java+class:///java/io/Reader|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(19584,65,<553,11>,<553,76>)>,
  <<|java+class:///org/cyberneko/html/HTMLAugmentations|,|java+interface:///org/apache/xerces/xni/Augmentations|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(57832,4,<1593,15>,<1593,19>)>,
  <<|java+class:///org/apache/xerces/util/XMLResourceIdentifierImpl|,|java+interface:///org/apache/xerces/xni/XMLResourceIdentifier|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(58044,11,<1600,15>,<1600,26>)>,
  <<|java+class:///org/cyberneko/html/HTMLConfiguration|,|java+interface:///org/apache/xerces/xni/parser/XMLParserConfiguration|>,201,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(4006,46,<130,8>,<130,54>)>,
  <<|java+class:///org/cyberneko/html/parsers/DOMFragmentParser|,|java+interface:///org/apache/xerces/xni/XMLDocumentHandler|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(4278,45,<134,8>,<134,53>)>,
  <<|java+interface:///org/w3c/dom/DocumentFragment|,|java+interface:///org/w3c/dom/Node|>,201,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(4784,43,<151,8>,<151,51>)>,
  <<|java+class:///org/apache/xerces/util/ErrorHandlerWrapper|,|java+interface:///org/apache/xerces/xni/parser/XMLErrorHandler|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(6653,75,<198,8>,<198,83>)>,
  <<|java+interface:///org/apache/xerces/xni/parser/XMLErrorHandler|,|java+class:///java/lang/Object|>,203,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(7121,64,<213,16>,<213,80>)>,
  <<|java+class:///org/apache/xerces/util/ErrorHandlerWrapper|,|java+interface:///org/apache/xerces/xni/parser/XMLErrorHandler|>,203,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(7329,36,<216,32>,<216,68>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(11882,39,<340,12>,<340,51>)>,
  <<|java+interface:///org/w3c/dom/ProcessingInstruction|,|java+interface:///org/w3c/dom/Node|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(14408,28,<408,12>,<408,40>)>,
  <<|java+interface:///org/w3c/dom/Comment|,|java+interface:///org/w3c/dom/Node|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(14695,33,<416,8>,<416,41>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(15805,37,<441,8>,<441,45>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,201,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(15852,26,<442,8>,<442,34>)>,
  <<|java+interface:///org/w3c/dom/CDATASection|,|java+interface:///org/w3c/dom/Node|>,203,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(16556,18,<459,37>,<459,55>)>,
  <<|java+interface:///org/w3c/dom/CDATASection|,|java+interface:///org/w3c/dom/Node|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(16760,31,<464,16>,<464,47>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,203,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(16989,10,<470,32>,<470,42>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(17179,34,<475,16>,<475,50>)>,
  <<|java+interface:///org/w3c/dom/EntityReference|,|java+interface:///org/w3c/dom/Node|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(17800,35,<492,8>,<492,43>)>,
  <<|java+interface:///org/w3c/dom/EntityReference|,|java+interface:///org/w3c/dom/Node|>,201,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(17845,24,<493,8>,<493,32>)>,
  <<|java+interface:///org/w3c/dom/Node|,|java+class:///java/lang/Object|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/parsers/DOMFragmentParser.java|(11944,111,<341,19>,<342,87>)>,
  <<|java+class:///java/io/ByteArrayInputStream|,|java+class:///java/io/InputStream|>,202,|java+variable:///org/cyberneko/html/filters/WriterTest/testEmptyAttribute()/inputStream|>,
  <<|java+class:///java/io/ByteArrayOutputStream|,|java+class:///java/io/OutputStream|>,207,|project://nekohtml-1.9.14/test/java/org/cyberneko/html/filters/WriterTest.java|(969,75,<33,3>,<33,78>)>,
  <<|java+class:///java/io/ByteArrayOutputStream|,|java+class:///java/io/OutputStream|>,207,|project://nekohtml-1.9.14/test/java/org/cyberneko/html/filters/WriterTest.java|(1049,75,<34,3>,<34,78>)>,
  <<|java+class:///org/cyberneko/html/HTMLConfiguration|,|java+interface:///org/apache/xerces/xni/parser/XMLParserConfiguration|>,202,|java+variable:///org/cyberneko/html/filters/WriterTest/testEmptyAttribute()/parser|>,
  <<|java+interface:///org/apache/xerces/xni/parser/XMLDocumentFilter|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/test/java/org/cyberneko/html/filters/WriterTest.java|(1236,75,<39,8>,<39,83>)>,
  <<|java+class:///org/cyberneko/html/HTMLConfiguration|,|java+interface:///org/apache/xerces/xni/parser/XMLParserConfiguration|>,207,|project://nekohtml-1.9.14/src/sample/HTMLSAXParser.java|(1146,31,<39,8>,<39,39>)>,
  <<|java+anonymousClass:///org/cyberneko/html/HeadNamespaceBug/testHeadNamespace()/$anonymous1|,|java+interface:///org/xml/sax/ContentHandler|>,202,|java+variable:///org/cyberneko/html/HeadNamespaceBug/testHeadNamespace()/handler|>,
  <<|java+class:///java/io/ByteArrayInputStream|,|java+class:///java/io/InputStream|>,207,|project://nekohtml-1.9.14/test/java/org/cyberneko/html/HeadNamespaceBug.java|(1039,118,<33,8>,<33,126>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/test/java/org/cyberneko/html/HeadNamespaceBug.java|(1225,77,<35,8>,<35,85>)>,
  <<|java+class:///org/cyberneko/html/HTMLConfiguration|,|java+interface:///org/apache/xerces/xni/parser/XMLParserConfiguration|>,207,|project://nekohtml-1.9.14/test/java/org/cyberneko/html/HeadNamespaceBug.java|(1426,29,<37,35>,<37,64>)>,
  <<|java+anonymousClass:///org/cyberneko/html/HeadNamespaceBug/testHeadNamespace()/$anonymous2|,|java+class:///org/apache/xerces/parsers/AbstractSAXParser|>,202,|java+variable:///org/cyberneko/html/HeadNamespaceBug/testHeadNamespace()/parser|>,
  <<|java+class:///org/cyberneko/html/HTMLConfiguration|,|java+interface:///org/apache/xerces/xni/parser/XMLParserConfiguration|>,202,|java+variable:///sample/Minimal/main(java.lang.String%5B%5D)/parser|>,
  <<|java+class:///sample/Minimal|,|java+interface:///org/apache/xerces/xni/XMLDocumentHandler|>,207,|project://nekohtml-1.9.14/src/sample/Minimal.java|(1341,40,<43,2>,<43,42>)>,
  <<|java+interface:///org/w3c/dom/Document|,|java+interface:///org/w3c/dom/Node|>,207,|project://nekohtml-1.9.14/src/sample/TestHTMLDOM.java|(1241,31,<42,12>,<42,43>)>,
  <<|java+class:///org/cyberneko/html/HTMLEventInfo/SynthesizedItem|,|java+interface:///org/cyberneko/html/HTMLEventInfo|>,202,|java+field:///org/cyberneko/html/filters/Purifier/SYNTHESIZED_ITEM|>,
  <<|java+class:///org/cyberneko/html/filters/NamespaceBinder/NamespaceSupport|,|java+interface:///org/apache/xerces/xni/NamespaceContext|>,201,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(5331,86,<175,28>,<176,73>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(6254,21,<195,32>,<195,53>)>,
  <<|java+class:///org/apache/xerces/util/XMLStringBuffer|,|java+class:///org/apache/xerces/xni/XMLString|>,201,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(7302,20,<226,8>,<226,28>)>,
  <<|java+class:///org/apache/xerces/util/XMLStringBuffer|,|java+class:///org/apache/xerces/xni/XMLString|>,201,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(10159,20,<297,12>,<297,32>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(11441,30,<337,21>,<337,51>)>,
  <<|java+interface:///org/cyberneko/html/HTMLEventInfo|,|java+class:///java/lang/Object|>,207,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(13544,45,<392,12>,<392,57>)>,
  <<|java+class:///org/cyberneko/html/HTMLAugmentations|,|java+interface:///org/apache/xerces/xni/Augmentations|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(13616,4,<394,15>,<394,19>)>,
  <<|java+class:///org/apache/xerces/util/XMLStringBuffer|,|java+class:///org/apache/xerces/xni/XMLString|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/filters/Purifier.java|(15431,13,<452,15>,<452,28>)>,
  <<|java+class:///org/cyberneko/html/HTMLScanner/SpecialScanner|,|java+interface:///org/cyberneko/html/HTMLScanner/Scanner|>,206,|project://nekohtml-1.9.14/src/org/cyberneko/html/HTMLScanner.java|(117028,4,<3063,19>,<3063,23>)>
]
